cycle,ambient_temperature,datetime,capacity,voltage_measured,current_measured,temperature_measured,current_load,voltage_load,time,batteryID
26,24,4/2/2008 15:25,1.856487421,3.786624687,-2.01220228,28.37877941,-1.9982,2.867,453.672,1
27,24,4/2/2008 15:25,1.856487421,3.782062923,-2.013853345,28.5225242,-1.9982,2.863,471.812,1
28,24,4/2/2008 15:25,1.856487421,3.777175402,-2.01213146,28.66589833,-1.9982,2.858,490.203,1
29,24,4/2/2008 15:25,1.856487421,3.772406294,-2.010701731,28.81671829,-1.9982,2.853,508.344,1
30,24,4/2/2008 15:25,1.856487421,3.767937459,-2.012086038,28.93274894,-1.9982,2.849,526.625,1
31,24,4/2/2008 15:25,1.856487421,3.763229304,-2.012293919,29.0704461,-1.9982,2.845,544.922,1
32,24,4/2/2008 15:25,1.856487421,3.758511492,-2.013465978,29.18458627,-1.9982,2.84,563.125,1
33,24,4/2/2008 15:25,1.856487421,3.75421321,-2.013587961,29.29244411,-1.9982,2.835,581.406,1
34,24,4/2/2008 15:25,1.856487421,3.749629203,-2.012847057,29.40274581,-1.9982,2.831,599.656,1
35,24,4/2/2008 15:25,1.856487421,3.74516886,-2.012426283,29.4989651,-1.9982,2.827,617.875,1
36,24,4/2/2008 15:25,1.856487421,3.741005009,-2.012455651,29.59370293,-1.9982,2.823,636.047,1
37,24,4/2/2008 15:25,1.856487421,3.736699829,-2.0133848,29.68142827,-1.9982,2.819,654.422,1
38,24,4/2/2008 15:25,1.856487421,3.732482705,-2.012628857,29.76670142,-1.9982,2.815,672.594,1
39,24,4/2/2008 15:25,1.856487421,3.728352554,-2.015505362,29.83908101,-1.9982,2.81,690.812,1
40,24,4/2/2008 15:25,1.856487421,3.724533235,-2.011329658,29.91087573,-1.9982,2.807,708.937,1
41,24,4/2/2008 15:25,1.856487421,3.720651026,-2.010879042,29.98224432,-1.9982,2.803,727.266,1
42,24,4/2/2008 15:25,1.856487421,3.716409008,-2.01299613,30.03264278,-1.9982,2.799,745.578,1
43,24,4/2/2008 15:25,1.856487421,3.712791838,-2.010757949,30.09435785,-1.9982,2.795,763.797,1
44,24,4/2/2008 15:25,1.856487421,3.708427614,-2.013701269,30.1385033,-1.9982,2.791,782.109,1
45,24,4/2/2008 15:25,1.856487421,3.704791772,-2.011144436,30.18676402,-1.9982,2.787,800.484,1
46,24,4/2/2008 15:25,1.856487421,3.700682578,-2.012174076,30.23782919,-1.9982,2.783,818.797,1
47,24,4/2/2008 15:25,1.856487421,3.696757715,-2.012315925,30.28051474,-1.9982,2.779,837.016,1
48,24,4/2/2008 15:25,1.856487421,3.693039332,-2.012012376,30.33483731,-1.9982,2.775,855.25,1
49,24,4/2/2008 15:25,1.856487421,3.689176797,-2.012080375,30.3862846,-1.9982,2.772,873.578,1
50,24,4/2/2008 15:25,1.856487421,3.685214482,-2.010711081,30.42258867,-1.9982,2.768,891.812,1
51,24,4/2/2008 15:25,1.856487421,3.681493741,-2.01334412,30.47429007,-1.9982,2.765,910.141,1
52,24,4/2/2008 15:25,1.856487421,3.677792214,-2.01103074,30.52163904,-1.9982,2.761,928.391,1
53,24,4/2/2008 15:25,1.856487421,3.674061813,-2.012683694,30.56564256,-1.9982,2.757,946.719,1
54,24,4/2/2008 15:25,1.856487421,3.670301765,-2.011441242,30.61434254,-1.9982,2.753,965.047,1
55,24,4/2/2008 15:25,1.856487421,3.666733912,-2.012790477,30.65539856,-1.9982,2.749,983.391,1
56,24,4/2/2008 15:25,1.856487421,3.66299805,-2.011569192,30.70351241,-1.9982,2.746,1001.766,1
57,24,4/2/2008 15:25,1.856487421,3.659664387,-2.012663191,30.75861687,-1.9982,2.743,1020.172,1
58,24,4/2/2008 15:25,1.856487421,3.655894136,-2.013905388,30.80590866,-1.9982,2.739,1038.594,1
59,24,4/2/2008 15:25,1.856487421,3.652326513,-2.010715776,30.8597146,-1.9982,2.735,1056.922,1
60,24,4/2/2008 15:25,1.856487421,3.648763482,-2.012021546,30.91010409,-1.9982,2.732,1075.203,1
61,24,4/2/2008 15:25,1.856487421,3.645546859,-2.009214327,30.9551582,-1.9982,2.729,1093.687,1
62,24,4/2/2008 15:25,1.856487421,3.642076255,-2.01370985,31.00631131,-1.9982,2.725,1112,1
63,24,4/2/2008 15:25,1.856487421,3.638464063,-2.012817106,31.06151883,-1.9982,2.722,1130.328,1
64,24,4/2/2008 15:25,1.856487421,3.635076069,-2.014062657,31.12140149,-1.9984,2.719,1148.75,1
65,24,4/2/2008 15:25,1.856487421,3.631664824,-2.011073765,31.16242581,-1.9982,2.715,1167.125,1
66,24,4/2/2008 15:25,1.856487421,3.628578536,-2.010892908,31.22480654,-1.9982,2.712,1185.641,1
67,24,4/2/2008 15:25,1.856487421,3.625012599,-2.012403945,31.27691155,-1.9982,2.709,1203.984,1
68,24,4/2/2008 15:25,1.856487421,3.621582227,-2.013235908,31.32902135,-1.9982,2.705,1222.406,1
69,24,4/2/2008 15:25,1.856487421,3.618461252,-2.014193847,31.37758384,-1.9982,2.702,1240.797,1
70,24,4/2/2008 15:25,1.856487421,3.615067252,-2.012636675,31.43932935,-1.9984,2.699,1259.156,1
71,24,4/2/2008 15:25,1.856487421,3.611881809,-2.01221032,31.49875419,-1.9982,2.696,1277.547,1
72,24,4/2/2008 15:25,1.856487421,3.608578677,-2.011552238,31.55468555,-1.9984,2.693,1295.906,1
73,24,4/2/2008 15:25,1.856487421,3.605534941,-2.014064206,31.60394262,-1.9984,2.689,1314.297,1
74,24,4/2/2008 15:25,1.856487421,3.602185899,-2.011899392,31.65811516,-1.9982,2.686,1332.687,1
75,24,4/2/2008 15:25,1.856487421,3.598857145,-2.015418659,31.70091769,-1.9982,2.683,1351.203,1
76,24,4/2/2008 15:25,1.856487421,3.595767094,-2.01274965,31.75856328,-1.9982,2.679,1369.687,1
77,24,4/2/2008 15:25,1.856487421,3.593016664,-2.013851295,31.81138303,-1.9984,2.677,1388.125,1
78,24,4/2/2008 15:25,1.856487421,3.589710094,-2.013554083,31.8692435,-1.9982,2.673,1406.578,1
79,24,4/2/2008 15:25,1.856487421,3.586652203,-2.01630991,31.91584617,-1.9984,2.671,1425.062,1
80,24,4/2/2008 15:25,1.856487421,3.583442038,-2.012770996,31.96441739,-1.9982,2.667,1443.609,1
81,24,4/2/2008 15:25,1.856487421,3.580485344,-2.012822716,32.01315882,-1.9984,2.664,1462.047,1
82,24,4/2/2008 15:25,1.856487421,3.577250478,-2.012519953,32.06671887,-1.9982,2.661,1480.547,1
83,24,4/2/2008 15:25,1.856487421,3.574368834,-2.011585028,32.11931241,-1.9982,2.658,1499.031,1
84,24,4/2/2008 15:25,1.856487421,3.571285128,-2.016228513,32.16182646,-1.9984,2.655,1517.672,1
85,24,4/2/2008 15:25,1.856487421,3.568720666,-2.012227514,32.21984558,-1.9984,2.652,1536.109,1
86,24,4/2/2008 15:25,1.856487421,3.565554673,-2.01382426,32.26525995,-1.9984,2.649,1554.781,1
87,24,4/2/2008 15:25,1.856487421,3.562595409,-2.013887805,32.31437205,-1.9982,2.646,1573.281,1
88,24,4/2/2008 15:25,1.856487421,3.55978447,-2.010843085,32.37083988,-1.9982,2.643,1591.859,1
89,24,4/2/2008 15:25,1.856487421,3.556893754,-2.010678198,32.41202453,-1.9984,2.64,1610.406,1
90,24,4/2/2008 15:25,1.856487421,3.553973588,-2.01347743,32.44708743,-1.9984,2.638,1628.953,1
91,24,4/2/2008 15:25,1.856487421,3.551197827,-2.013286567,32.50304552,-1.9982,2.635,1647.562,1
92,24,4/2/2008 15:25,1.856487421,3.5485156,-2.011740383,32.55306505,-1.9982,2.632,1666.062,1
93,24,4/2/2008 15:25,1.856487421,3.545805831,-2.013022207,32.59899896,-1.9982,2.629,1684.656,1
94,24,4/2/2008 15:25,1.856487421,3.543110722,-2.013411432,32.64351729,-1.9982,2.626,1703.219,1
95,24,4/2/2008 15:25,1.856487421,3.540293558,-2.01369896,32.6903002,-1.9982,2.624,1721.891,1
96,24,4/2/2008 15:25,1.856487421,3.537401006,-2.013064142,32.73007446,-1.9982,2.621,1740.437,1
97,24,4/2/2008 15:25,1.856487421,3.535187043,-2.011051415,32.77991866,-1.9982,2.618,1759.016,1
98,24,4/2/2008 15:25,1.856487421,3.532508941,-2.012815244,32.8218147,-1.9982,2.616,1777.641,1
99,24,4/2/2008 15:25,1.856487421,3.529903338,-2.014840137,32.86578627,-1.9982,2.613,1796.328,1
100,24,4/2/2008 15:25,1.856487421,3.527547535,-2.012968675,32.90915819,-1.9982,2.61,1815.047,1
101,24,4/2/2008 15:25,1.856487421,3.525015506,-2.013755437,32.95555573,-1.9982,2.608,1833.75,1
102,24,4/2/2008 15:25,1.856487421,3.522603357,-2.011997708,32.98375622,-1.9982,2.606,1852.391,1
103,24,4/2/2008 15:25,1.856487421,3.520112779,-2.011265055,33.02815748,-1.9982,2.603,1871.078,1
104,24,4/2/2008 15:25,1.856487421,3.517968946,-2.010186981,33.06736385,-1.9982,2.6,1889.844,1
105,24,4/2/2008 15:25,1.856487421,3.515386248,-2.012520466,33.11495219,-1.9982,2.598,1908.578,1
106,24,4/2/2008 15:25,1.856487421,3.51328369,-2.013595479,33.16027948,-1.9982,2.596,1927.281,1
107,24,4/2/2008 15:25,1.856487421,3.511139862,-2.013069557,33.20376348,-1.9984,2.594,1946.031,1
108,24,4/2/2008 15:25,1.856487421,3.508804841,-2.012128559,33.23715597,-1.9982,2.591,1964.891,1
109,24,4/2/2008 15:25,1.856487421,3.506891148,-2.011650833,33.28336572,-1.9984,2.589,1983.703,1
110,24,4/2/2008 15:25,1.856487421,3.504711595,-2.010926156,33.31893014,-1.9984,2.587,2002.484,1
111,24,4/2/2008 15:25,1.856487421,3.502786369,-2.015082746,33.35414354,-1.9982,2.585,2021.187,1
112,24,4/2/2008 15:25,1.856487421,3.500641192,-2.012509017,33.39763348,-1.9982,2.583,2039.906,1
113,24,4/2/2008 15:25,1.856487421,3.498840325,-2.015339954,33.44167147,-1.9984,2.581,2058.641,1
114,24,4/2/2008 15:25,1.856487421,3.496510092,-2.011784604,33.48501454,-1.9982,2.579,2077.406,1
115,24,4/2/2008 15:25,1.856487421,3.494762084,-2.014140605,33.5312827,-1.9982,2.577,2096.312,1
116,24,4/2/2008 15:25,1.856487421,3.492649042,-2.011955439,33.56731617,-1.9982,2.575,2115.047,1
117,24,4/2/2008 15:25,1.856487421,3.490903811,-2.011700816,33.60771948,-1.9984,2.573,2133.969,1
118,24,4/2/2008 15:25,1.856487421,3.488848633,-2.01229054,33.66266785,-1.9982,2.571,2152.812,1
119,24,4/2/2008 15:25,1.856487421,3.48686929,-2.01129035,33.70836355,-1.9982,2.569,2171.625,1
120,24,4/2/2008 15:25,1.856487421,3.484995872,-2.011624701,33.77033765,-1.9982,2.567,2190.547,1
121,24,4/2/2008 15:25,1.856487421,3.483173812,-2.013615575,33.81562187,-1.9982,2.565,2209.422,1
122,24,4/2/2008 15:25,1.856487421,3.480996353,-2.01193091,33.85394213,-1.9982,2.563,2228.297,1
123,24,4/2/2008 15:25,1.856487421,3.479328829,-2.015181645,33.90438753,-1.9982,2.561,2247.219,1
124,24,4/2/2008 15:25,1.856487421,3.477212881,-2.014043673,33.953097,-1.9982,2.559,2265.969,1
125,24,4/2/2008 15:25,1.856487421,3.475310541,-2.013217761,34.00238376,-1.9982,2.557,2284.937,1
126,24,4/2/2008 15:25,1.856487421,3.47344329,-2.011669639,34.0477983,-1.9982,2.555,2303.859,1
127,24,4/2/2008 15:25,1.856487421,3.471187902,-2.012893342,34.09934357,-1.9984,2.553,2322.797,1
128,24,4/2/2008 15:25,1.856487421,3.46915804,-2.011944383,34.14088477,-1.9984,2.551,2341.766,1
129,24,4/2/2008 15:25,1.856487421,3.467157994,-2.012427485,34.19289487,-1.9984,2.549,2360.594,1
130,24,4/2/2008 15:25,1.856487421,3.465097993,-2.01029963,34.24423216,-1.9984,2.547,2379.578,1
131,24,4/2/2008 15:25,1.856487421,3.463197485,-2.012658501,34.30023374,-1.9982,2.545,2398.672,1
132,24,4/2/2008 15:25,1.856487421,3.460765705,-2.013968219,34.3476222,-1.9982,2.542,2417.797,1
133,24,4/2/2008 15:25,1.856487421,3.458529543,-2.014453535,34.4037155,-1.9982,2.54,2436.906,1
134,24,4/2/2008 15:25,1.856487421,3.456375946,-2.01075964,34.45520075,-1.9984,2.538,2455.969,1
135,24,4/2/2008 15:25,1.856487421,3.453821054,-2.012177998,34.53096955,-1.9984,2.536,2474.984,1
136,24,4/2/2008 15:25,1.856487421,3.451590712,-2.008709347,34.57901218,-1.9984,2.534,2494.031,1
137,24,4/2/2008 15:25,1.856487421,3.449343415,-2.016679129,34.64193341,-1.9982,2.531,2513.187,1
138,24,4/2/2008 15:25,1.856487421,3.446911775,-2.013858671,34.71979044,-1.9982,2.528,2532.391,1
139,24,4/2/2008 15:25,1.856487421,3.44433708,-2.011575813,34.77469078,-1.9982,2.526,2551.547,1
140,24,4/2/2008 15:25,1.856487421,3.441861048,-2.011119044,34.83680518,-1.9982,2.524,2570.578,1
141,24,4/2/2008 15:25,1.856487421,3.438940266,-2.013523872,34.9077224,-1.9982,2.521,2589.703,1
142,24,4/2/2008 15:25,1.856487421,3.436361035,-2.011292222,34.96834033,-1.9984,2.518,2608.797,1
143,24,4/2/2008 15:25,1.856487421,3.433670809,-2.013890141,35.03904431,-1.9982,2.516,2627.953,1
144,24,4/2/2008 15:25,1.856487421,3.43089658,-2.01266874,35.09556779,-1.9984,2.513,2647.234,1
145,24,4/2/2008 15:25,1.856487421,3.427820898,-2.012841438,35.17021564,-1.9984,2.51,2666.516,1
146,24,4/2/2008 15:25,1.856487421,3.424844059,-2.011096829,35.24659147,-1.9982,2.507,2685.812,1
147,24,4/2/2008 15:25,1.856487421,3.421757269,-2.011769901,35.32264085,-1.9984,2.504,2704.969,1
148,24,4/2/2008 15:25,1.856487421,3.418746324,-2.010560854,35.39646262,-1.9982,2.501,2724.203,1
149,24,4/2/2008 15:25,1.856487421,3.415457809,-2.012447888,35.45856315,-1.9982,2.498,2743.453,1
150,24,4/2/2008 15:25,1.856487421,3.411776009,-2.009914541,35.54801733,-1.9982,2.494,2762.625,1
151,24,4/2/2008 15:25,1.856487421,3.408293969,-2.015248195,35.60928065,-1.9982,2.491,2781.922,1
152,24,4/2/2008 15:25,1.856487421,3.404357794,-2.015095347,35.68496008,-1.9984,2.487,2801.25,1
153,24,4/2/2008 15:25,1.856487421,3.400236241,-2.012875925,35.75662514,-1.9984,2.483,2820.625,1
154,24,4/2/2008 15:25,1.856487421,3.396130718,-2.009719858,35.82367474,-1.9982,2.479,2839.937,1
155,24,4/2/2008 15:25,1.856487421,3.391813378,-2.01252561,35.9094486,-1.9982,2.475,2859.234,1
156,24,4/2/2008 15:25,1.856487421,3.387048292,-2.012471772,35.99556666,-1.9982,2.47,2878.578,1
157,24,4/2/2008 15:25,1.856487421,3.38203092,-2.012391445,36.06802701,-1.9982,2.466,2897.937,1
158,24,4/2/2008 15:25,1.856487421,3.376548094,-2.01177114,36.15179924,-1.9982,2.46,2917.281,1
159,24,4/2/2008 15:25,1.856487421,3.370451681,-2.013057211,36.22620797,-1.9982,2.454,2936.687,1
160,24,4/2/2008 15:25,1.856487421,3.363787029,-2.013129774,36.31758398,-1.9982,2.448,2956.078,1
161,24,4/2/2008 15:25,1.856487421,3.356852194,-2.010504507,36.40175269,-1.9982,2.442,2975.453,1
162,24,4/2/2008 15:25,1.856487421,3.348677495,-2.013446755,36.48121162,-1.9982,2.434,2994.969,1
163,24,4/2/2008 15:25,1.856487421,3.339590897,-2.011998211,36.57401014,-1.9982,2.426,3014.453,1
164,24,4/2/2008 15:25,1.856487421,3.329635127,-2.014076448,36.67762686,-1.9982,2.416,3033.891,1
165,24,4/2/2008 15:25,1.856487421,3.318207906,-2.010068542,36.76747018,-1.9982,2.405,3053.375,1
166,24,4/2/2008 15:25,1.856487421,3.304941443,-2.013866945,36.86185499,-1.9982,2.394,3072.859,1
167,24,4/2/2008 15:25,1.856487421,3.290377366,-2.011012733,36.97598237,-1.9982,2.38,3092.328,1
168,24,4/2/2008 15:25,1.856487421,3.273715694,-2.012311378,37.06921618,-1.9982,2.364,3111.828,1
169,24,4/2/2008 15:25,1.856487421,3.254516461,-2.011090198,37.1810726,-1.9982,2.346,3131.234,1
170,24,4/2/2008 15:25,1.856487421,3.233102643,-2.011235067,37.3095796,-1.9982,2.327,3150.672,1
171,24,4/2/2008 15:25,1.856487421,3.20827869,-2.011717027,37.42044438,-1.9982,2.303,3170.187,1
172,24,4/2/2008 15:25,1.856487421,3.179961765,-2.011061453,37.56172724,-1.9984,2.277,3189.734,1
173,24,4/2/2008 15:25,1.856487421,3.147222993,-2.011689985,37.69338181,-1.9982,2.247,3209.297,1
174,24,4/2/2008 15:25,1.856487421,3.109330581,-2.013396072,37.84042744,-1.9984,2.213,3229.016,1
175,24,4/2/2008 15:25,1.856487421,3.065381579,-2.014808176,37.98252486,-1.9982,2.173,3248.625,1
176,24,4/2/2008 15:25,1.856487421,3.013061224,-2.011094696,38.13325491,-1.9982,2.125,3268.328,1
177,24,4/2/2008 15:25,1.856487421,2.949205491,-2.01421697,38.30303121,-1.9982,2.068,3287.969,1
178,24,4/2/2008 15:25,1.856487421,2.866018014,-2.010609149,38.47644572,-1.9982,1.998,3307.625,1
179,24,4/2/2008 15:25,1.856487421,2.757251913,-2.014111594,38.66860354,-1.9984,1.906,3327.234,1
180,24,4/2/2008 15:25,1.856487421,2.612467348,-2.012639099,38.90411224,-1.9982,1.782,3346.937,1
181,24,4/2/2008 15:25,1.856487421,2.998125197,-0.004200625,38.98218133,-0.0004,0,3366.781,1
182,24,4/2/2008 15:25,1.856487421,3.07035107,-0.002928804,38.75044302,-0.0006,0.001,3386.641,1
183,24,4/2/2008 15:25,1.856487421,3.116269359,-0.0002312,38.44516954,-0.0006,0,3406.656,1
184,24,4/2/2008 15:25,1.856487421,3.148652707,-0.001231366,38.11900862,-0.0006,0,3426.625,1
185,24,4/2/2008 15:25,1.856487421,3.172906055,-0.001014384,37.76735043,-0.0006,0.001,3446.875,1
186,24,4/2/2008 15:25,1.856487421,3.191026108,-0.001654597,37.44505872,-0.0006,0,3466.984,1
187,24,4/2/2008 15:25,1.856487421,3.206036132,-0.003069055,37.11174648,-0.0006,0,3487.078,1
188,24,4/2/2008 15:25,1.856487421,3.218449403,-0.001556717,36.79878982,-0.0006,0,3507.328,1
189,24,4/2/2008 15:25,1.856487421,3.228753411,-0.003457734,36.47916483,-0.0006,0,3527.562,1
190,24,4/2/2008 15:25,1.856487421,3.238095134,0.000231406,36.18014492,-0.0006,0,3547.781,1
191,24,4/2/2008 15:25,1.856487421,3.245843999,0.000728585,35.8747647,-0.0006,0,3568.062,1
192,24,4/2/2008 15:25,1.856487421,3.25261434,-0.002659181,35.58584394,-0.0004,0,3588.328,1
193,24,4/2/2008 15:25,1.856487421,3.258704513,-0.00151258,35.29671123,-0.0006,0,3608.594,1
194,24,4/2/2008 15:25,1.856487421,3.264120581,-0.001531691,35.0217378,-0.0006,0,3628.953,1
195,24,4/2/2008 15:25,1.856487421,3.269029953,-0.000405678,34.75487142,-0.0006,0,3649.375,1
196,24,4/2/2008 15:25,1.856487421,3.273206732,-0.000387596,34.49007848,-0.0006,0,3669.875,1
197,24,4/2/2008 15:25,1.856487421,3.277169977,-0.006528351,34.23085284,-0.0006,0,3690.234,1
198,24,4/2/2008 19:43,1.84632725,4.189773214,2.13E-05,24.69775194,-0.0006,0,0,1
199,24,4/2/2008 19:43,1.84632725,4.18888138,-0.000879471,24.68594816,-0.0006,4.204,16.672,1
200,24,4/2/2008 19:43,1.84632725,3.979156705,-2.014654031,24.73813208,-1.9984,3.056,35.703,1
201,24,4/2/2008 19:43,1.84632725,3.956924182,-2.013703345,24.89707081,-1.9982,3.024,53.828,1
202,24,4/2/2008 19:43,1.84632725,3.940053839,-2.012797052,25.08475005,-1.9984,3.003,71.891,1
203,24,4/2/2008 19:43,1.84632725,3.926095595,-2.011272539,25.26462928,-1.9982,2.983,90.047,1
204,24,4/2/2008 19:43,1.84632725,3.914319146,-2.011621417,25.45418953,-1.9982,2.973,108.313,1
205,24,4/2/2008 19:43,1.84632725,3.903873088,-2.01258002,25.64589582,-1.9982,2.963,126.391,1
206,24,4/2/2008 19:43,1.84632725,3.894661588,-2.013388874,25.83311317,-1.9982,2.954,144.625,1
207,24,4/2/2008 19:43,1.84632725,3.886131362,-2.009706262,26.02527077,-1.9982,2.946,162.719,1
208,24,4/2/2008 19:43,1.84632725,3.87816369,-2.012302057,26.19856493,-1.9984,2.938,180.953,1
209,24,4/2/2008 19:43,1.84632725,3.870634853,-2.015149918,26.37475161,-1.9982,2.931,199.016,1
210,24,4/2/2008 19:43,1.84632725,3.86368452,-2.014445426,26.56767869,-1.9982,2.925,217.297,1
211,24,4/2/2008 19:43,1.84632725,3.857104475,-2.012984577,26.74085444,-1.998,2.919,235.469,1
212,24,4/2/2008 19:43,1.84632725,3.850762064,-2.012990759,26.91092143,-1.9982,2.913,253.735,1
213,24,4/2/2008 19:43,1.84632725,3.844652894,-2.012909732,27.08152146,-1.9982,2.907,271.813,1
214,24,4/2/2008 19:43,1.84632725,3.838825966,-2.013136993,27.25573552,-1.9982,2.901,290.063,1
215,24,4/2/2008 19:43,1.84632725,3.833062647,-2.01549025,27.40821436,-1.9982,2.896,308.266,1
216,24,4/2/2008 19:43,1.84632725,3.827711353,-2.013324532,27.56582204,-1.9982,2.891,326.422,1
217,24,4/2/2008 19:43,1.84632725,3.822516338,-2.014564043,27.73906497,-1.9982,2.885,344.594,1
218,24,4/2/2008 19:43,1.84632725,3.817388386,-2.012706603,27.89588863,-1.9982,2.881,362.782,1
219,24,4/2/2008 19:43,1.84632725,3.81241351,-2.015793905,28.0449069,-1.9982,2.876,381.016,1
220,24,4/2/2008 19:43,1.84632725,3.807191072,-2.011928816,28.20069015,-1.9982,2.871,399.25,1
221,24,4/2/2008 19:43,1.84632725,3.802460505,-2.013732112,28.34166956,-1.9982,2.867,417.422,1
222,24,4/2/2008 19:43,1.84632725,3.797357931,-2.012156754,28.50110128,-1.9982,2.862,435.563,1
223,24,4/2/2008 19:43,1.84632725,3.792564849,-2.010483142,28.64330059,-1.9982,2.857,453.75,1
224,24,4/2/2008 19:43,1.84632725,3.787693846,-2.011578607,28.78265944,-1.9982,2.853,472.032,1
225,24,4/2/2008 19:43,1.84632725,3.782679284,-2.012367489,28.92436421,-1.9982,2.849,490.328,1
226,24,4/2/2008 19:43,1.84632725,3.777883322,-2.012486481,29.0500581,-1.9982,2.844,508.516,1
227,24,4/2/2008 19:43,1.84632725,3.77278907,-2.010672386,29.17673996,-1.9982,2.839,526.641,1
228,24,4/2/2008 19:43,1.84632725,3.768112592,-2.011937411,29.28266755,-1.9982,2.835,544.891,1
229,24,4/2/2008 19:43,1.84632725,3.763420402,-2.016820543,29.40969941,-1.9982,2.83,563.078,1
230,24,4/2/2008 19:43,1.84632725,3.758823107,-2.01218145,29.52469361,-1.9982,2.826,581.235,1
231,24,4/2/2008 19:43,1.84632725,3.754457664,-2.013657238,29.62356689,-1.9982,2.821,599.5,1
232,24,4/2/2008 19:43,1.84632725,3.750020268,-2.0119795,29.71151583,-1.9982,2.817,617.703,1
233,24,4/2/2008 19:43,1.84632725,3.745626232,-2.012095764,29.79177397,-1.9982,2.813,636.032,1
234,24,4/2/2008 19:43,1.84632725,3.741277204,-2.013671167,29.88511646,-1.9982,2.808,654.172,1
235,24,4/2/2008 19:43,1.84632725,3.737167609,-2.014101943,29.95800356,-1.9982,2.805,672.344,1
236,24,4/2/2008 19:43,1.84632725,3.733081266,-2.0124501,30.03179672,-1.9982,2.801,690.547,1
237,24,4/2/2008 19:43,1.84632725,3.729079465,-2.012340195,30.0925491,-1.9982,2.797,708.844,1
238,24,4/2/2008 19:43,1.84632725,3.72502104,-2.012501578,30.1488277,-1.9982,2.793,727.047,1
239,24,4/2/2008 19:43,1.84632725,3.720898812,-2.011869819,30.20981101,-1.9982,2.789,745.266,1
240,24,4/2/2008 19:43,1.84632725,3.71710973,-2.010436864,30.27443575,-1.9982,2.785,763.703,1
241,24,4/2/2008 19:43,1.84632725,3.713186805,-2.013330133,30.32661172,-1.9982,2.781,782,1
242,24,4/2/2008 19:43,1.84632725,3.709234502,-2.012570448,30.37081726,-1.9982,2.777,800.25,1
243,24,4/2/2008 19:43,1.84632725,3.705406473,-2.010738844,30.41148161,-1.9982,2.773,818.563,1
244,24,4/2/2008 19:43,1.84632725,3.701251746,-2.012317184,30.45131924,-1.9982,2.769,836.953,1
245,24,4/2/2008 19:43,1.84632725,3.697471611,-2.013917574,30.50043703,-1.9982,2.766,855.344,1
246,24,4/2/2008 19:43,1.84632725,3.693633311,-2.013475521,30.53546274,-1.9982,2.762,873.578,1
